tid	eid	vid	family	type
4105493	0	0	23 vloerverwarmingslangen	VL_vloerverwarmingslangen
4113571	0	0	00 hout_rechthoekig_sls	Vuren 200x70
4129333	0	0	00 hout_rechthoekig_sls	Vuren 71x150
4144120	0	0	00 hout_rechthoekig_sls	Vuren 100x200
4151811	0	0	00 hout_rechthoekig_sls	Vuren 60x171
4175911	0	0	JCN_18_SR_korf aanzicht	eind - eind
4228990	0	0	28 Staalprofielen- koker SHS-2d	K350/100/10
4234146	0	0	NLRS_00_DI_maskeer	Type 1
4245313	0	0	40 multiplex	D12
4245315	0	0	40 multiplex	D10
4248331	0	0	28 Staalprofielen- L-2d	L180/90/10
4251365	0	0	28 Staalprofielen- L-2d	L100/65/7
4262126	0	0	28 Staalprofielen- L-2d	L90/8
4263820	0	0	28 Staalprofielen- L-2d	L75/50/5
4270465	0	0	28 Staalprofielen- L-2d	L160/80/14
4277858	0	0	28 schroeven 2D	Verzonken schroef 6.0x180
4286424	0	0	00 hout rechthoekig	balk
5070341	0	0	NLRS_00_DI_hout_rechthoekig	Vuren 44x71
5070346	0	0	NLRS_00_DI_hout_rechthoekig	SLS 38x89
5070354	0	0	NLRS_27_DI_DET_compri_daktrim_CA654A1	Type 1
5070356	0	0	NLRS_00_DI_hout_rechthoekig1	Vuren 71x171 2
5070357	0	0	NLRS_00_DI_hout_rechthoekig1	Vuren 22x50 2
5070362	0	0	NLRS_00_DI_hout_rechthoekig1	SLS 38x171
5070364	0	0	00 bout1	M10
5078757	0	0	NLRS_33_DI_sparing	Type 1
5078759	0	0	NLRS_17_DI_paal_aanzicht	Type 1
5078764	0	0	NLRS_00_DI_hout_rechthoekig1	Vuren 71x171
5078792	0	0	NLRS_00_DI_hout_rechthoekig1	SLS 38x121
5078808	0	0	41 roval toscaan1	Type 1
5087396	0	0	NLRS_47_DI_f_Terca dakpan Narvik OVH_s_e	Type 1
5087428	0	0	00_DI_maskeer	Type 1
5087436	0	0	00 peilmaat s e1	Type 1
5087440	0	0	00 hout_rechthoekig_sls1	Vuren Gewolmaniseerd 18x45
5087446	0	0	00 hout_rechthoekig_sls1	SLS 38x184
5087447	0	0	00 hout_rechthoekig_sls1	Vuren Gewolmaniseerd 22x50
5087454	0	0	00 hout_rechthoekig_sls1	Vuren 38x150
5092986	0	0	NLRS_00_DI_hout_rechthoekig	SLS 38x140 2
5112769	0	0	NLRS_00_DI_hout_rechthoekig1	SLS 38x184
5112782	0	0	NLRS_00_DI_hout_rechthoekig1	SLS 38x235
5112787	0	0	NLRS_28_DI_schroeven 2D	Tellerkop-schroef 10.0x140mm
5112798	0	0	00 hout_rechthoekig_sls1	Vuren 96x196
5112804	0	0	47 dakpan1	Type 1
5112808	0	0	00 hout_rechthoekig_sls1	Vuren Gewolmaniseerd 22x45
5112817	0	0	00 hout_rechthoekig_sls1	Vuren 44x180
5112820	0	0	47 dakpan OVH-pan_ver1	nokvorst
5121770	0	0	NLRS_00_DI_hout_rechthoekig1	SLS 38x89
5121776	0	0	NLRS_00_DI_hout_rechthoekig1	Vuren 71x196
5121785	0	0	00 hout_rechthoekig_sls1	Vuren 27x45
5121789	0	0	00 peilmaat s e2	Type 2
5121792	0	0	20 HSB_vloeranker1	25x170 6x60
5121796	0	0	41 roval primaire1	Type 1
5121797	0	0	00 hout_rechthoekig_sls1	SLS 38x62
5121799	0	0	41 roval muurafdeksysteem type H2	Type 1
